,text,language_code,text_code,n_chars,script_name,script_type,language,language_family,language_sub_family,font,oreintation,characters,consonants,vowels,secondary_type,path,text_width,text_pixels
17,reetetaefet,en,17,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_17.jpeg,175,1554
18,tetllleltellltl,en,18,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_18.jpeg,177,1538
19,rurrurndrun,en,19,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_19.jpeg,195,1323
20,evevrrveevv,en,20,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_20.jpeg,185,1564
21,nruununuu,en,21,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_21.jpeg,182,1228
22,rhhuhottur,en,22,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_22.jpeg,177,1319
23,nenesnnete,en,23,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_23.jpeg,187,1504
24,greatrretrra,en,24,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_24.jpeg,188,1541
25,hknnntkkih,en,25,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_25.jpeg,178,1426
26,friiefiefdfeff,en,26,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_26.jpeg,185,1725
27,ccusseaeae,en,27,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_27.jpeg,176,1514
28,frooferfreo,en,28,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_28.jpeg,176,1467
29,githgggrthr,en,29,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_29.jpeg,181,1712
30,rterreheree,en,30,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_30.jpeg,184,1465
31,maasslllama,en,31,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_31.jpeg,191,1617
32,eargglllrgaa,en,32,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_32.jpeg,188,1781
33,lelllspllsllee,en,33,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_33.jpeg,179,1593
34,wfwllwwool,en,34,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_34.jpeg,179,1690
35,eahnchgeg,en,35,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_35.jpeg,175,1578
36,ihlghttlllgig,en,36,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_36.jpeg,176,1677
37,shhhshohh,en,37,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_37.jpeg,176,1420
38,eetriieepetic,en,38,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_38.jpeg,190,1676
39,gigignanaan,en,39,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_39.jpeg,191,1776
40,nliilinlnlialam,en,40,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_40.jpeg,203,1625
41,nototnnnot,en,41,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_41.jpeg,180,1390
42,tmmeemeth,en,42,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_42.jpeg,195,1559
43,wllrdwlddld,en,43,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_43.jpeg,180,1672
44,ubidibliiibild,en,44,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_44.jpeg,181,1669
45,rhetthtrhaa,en,45,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_45.jpeg,182,1477
46,ffrratheearh,en,46,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_46.jpeg,194,1604
47,annntnanaa,en,47,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_47.jpeg,189,1490
48,duhlssuhhh,en,48,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_48.jpeg,185,1484
49,tcoruttrocn,en,49,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_49.jpeg,178,1340
50,unnodddno,en,50,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_50.jpeg,184,1501
51,sawnrnaww,en,51,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_51.jpeg,182,1593
52,cooclochllo,en,52,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_52.jpeg,176,1425
53,ytutudutdtu,en,53,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_53.jpeg,189,1568
54,itllstsitslttstl,en,54,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_54.jpeg,182,1600
55,eannallneln,en,55,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_55.jpeg,185,1479
56,alatnltatllaa,en,56,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_56.jpeg,183,1599
57,vreocvevocr,en,57,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_57.jpeg,186,1513
58,ebeeetbbtn,en,58,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_58.jpeg,181,1631
59,tsaateteatst,en,59,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_59.jpeg,182,1647
60,ereevnnver,en,60,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_60.jpeg,178,1426
61,outtgttoooh,en,61,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_61.jpeg,190,1640
62,roocrsssoco,en,62,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_62.jpeg,185,1490
63,ttsrttasarsta,en,63,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_63.jpeg,187,1599
64,hhhgmiiigtt,en,64,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_64.jpeg,179,1591
65,osroyrssrtsr,en,65,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_65.jpeg,184,1498
66,aaidriddiizrl,en,66,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_66.jpeg,175,1557
67,hililheeiwiw,en,67,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_67.jpeg,176,1590
68,ppessrrspsp,en,68,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_68.jpeg,187,1678
69,lseslecccooc,en,69,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_69.jpeg,190,1586
70,thinhingihtt,en,70,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_70.jpeg,182,1520
71,ohrnotthor,en,71,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_71.jpeg,175,1350
72,teoeeggtree,en,72,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_72.jpeg,193,1804
73,eiieetwwhh,en,73,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_73.jpeg,175,1586
74,ercrnrlrhcir,en,74,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_74.jpeg,179,1268
75,bibnbebbge,en,75,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_75.jpeg,186,1768
76,xpalpxaxxex,en,76,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_76.jpeg,189,1740
77,eaprreppre,en,77,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_77.jpeg,177,1534
78,opogrurrop,en,78,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_78.jpeg,183,1535
79,saaywsylyaw,en,79,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_79.jpeg,191,1902
80,imscmccuim,en,80,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_80.jpeg,191,1435
81,oesoosohto,en,81,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_81.jpeg,182,1563
82,feteetfotefe,en,82,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_82.jpeg,187,1715
83,tettrleeeeel,en,83,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_83.jpeg,182,1588
84,ttuiitilltltultu,en,84,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_84.jpeg,192,1554
85,vevervvrvvr,en,85,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_85.jpeg,176,1438
86,eocdeddede,en,86,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_86.jpeg,192,1773
87,ycyyrrcyyac,en,87,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_87.jpeg,175,1598
88,esnciccccics,en,88,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_88.jpeg,180,1434
89,rfrffideferif,en,89,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_89.jpeg,175,1528
90,ngbaeanbb,en,90,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_90.jpeg,177,1618
91,utmunatoam,en,91,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_91.jpeg,205,1590
92,srshehhorh,en,92,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_92.jpeg,181,1432
93,hawwhhhct,en,93,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_93.jpeg,180,1546
94,ooooorooco,en,94,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_94.jpeg,190,1561
95,uunogeuuh,en,95,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_95.jpeg,185,1462
96,nlnliiaailiiain,en,96,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_96.jpeg,186,1554
97,uulaulallasu,en,97,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_97.jpeg,189,1519
98,oyggugyogn,en,98,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_98.jpeg,194,1938
99,aadrryrydee,en,99,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_99.jpeg,188,1688
100,vvvabbeeaa,en,100,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_100.jpeg,180,1666
101,hhutothhgu,en,101,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_101.jpeg,190,1555
102,ylyamylffffm,en,102,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_102.jpeg,195,1793
103,rtereirdtrice,en,103,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_103.jpeg,187,1506
104,avelvallvvele,en,104,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_104.jpeg,193,1723
105,eueeurmea,en,105,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_105.jpeg,181,1457
106,cporpodrro,en,106,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_106.jpeg,178,1470
107,akclcbbkbb,en,107,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_107.jpeg,175,1598
108,htorrrtorhts,en,108,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_108.jpeg,189,1442
109,lmrrrnrumu,en,109,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_109.jpeg,190,1277
110,scsllsclasalc,en,110,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_110.jpeg,180,1539
111,nuttsoinuin,en,111,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_111.jpeg,178,1360
112,pppnpphne,en,112,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_112.jpeg,182,1616
113,ptooeeemto,en,113,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_113.jpeg,192,1661
114,odrrorrrrdd,en,114,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_114.jpeg,184,1423
115,tshtusssshts,en,115,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_115.jpeg,189,1598
116,bmrrlorrloll,en,116,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_116.jpeg,183,1385
117,eciecieccpce,en,117,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_117.jpeg,190,1622
118,cccicsnnciei,en,118,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_118.jpeg,177,1387
119,wwehwheh,en,119,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_119.jpeg,176,1590
120,sasepacape,en,120,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_120.jpeg,178,1644
121,dadhedrehe,en,121,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_121.jpeg,191,1690
122,ttbbrrettttb,en,122,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_122.jpeg,179,1547
123,drngddidgd,en,123,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_123.jpeg,182,1749
124,ereunhdnrh,en,124,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_124.jpeg,191,1463
125,rebeereebm,en,125,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_125.jpeg,194,1646
126,elreeyrrlrar,en,126,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_126.jpeg,179,1433
127,dggnngond,en,127,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_127.jpeg,183,1701
128,trrrrteerein,en,128,8,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_128.jpeg,179,1348
129,earehereah,en,129,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_129.jpeg,182,1524
130,tltsitsieelline,en,130,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_130.jpeg,192,1671
131,ellltalttelbe,en,131,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_131.jpeg,176,1573
132,ververltevee,en,132,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_132.jpeg,192,1636
133,iorngnoinrir,en,133,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_133.jpeg,186,1447
134,smeepssmp,en,134,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_134.jpeg,185,1598
135,rseaelesesv,en,135,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_135.jpeg,179,1571
136,ooeeveowv,en,136,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_136.jpeg,175,1565
137,dttoowrarar,en,137,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_137.jpeg,187,1580
138,inasainassn,en,138,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_138.jpeg,176,1473
139,eepntneatp,en,139,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_139.jpeg,181,1581
140,nrereecncrn,en,140,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_140.jpeg,194,1432
141,sroepropen,en,141,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_141.jpeg,182,1528
142,eoymoeem,en,142,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_142.jpeg,175,1488
143,vevsvesevev,en,143,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_143.jpeg,187,1673
144,apeprepaar,en,144,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_144.jpeg,180,1616
145,geovegneog,en,145,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_145.jpeg,194,1856
146,nociencone,en,146,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_146.jpeg,180,1418
147,ivvcivccicevi,en,147,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_147.jpeg,175,1477
148,prreeeprwo,en,148,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_148.jpeg,184,1587
149,rencrettaee,en,149,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_149.jpeg,183,1498
150,eecamihiinn,en,150,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_150.jpeg,187,1503
151,igufrigrriifff,en,151,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_151.jpeg,180,1612
152,dfdlfdelliiee,en,152,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_152.jpeg,182,1712
153,ccreecrrrcrr,en,153,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_153.jpeg,186,1316
154,ododpdpno,en,154,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_154.jpeg,181,1641
155,yuetutauyb,en,155,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_155.jpeg,177,1542
156,rddrerddrd,en,156,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_156.jpeg,175,1487
157,ssootdttttoo,en,157,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_157.jpeg,190,1669
158,nntntnncco,en,158,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_158.jpeg,181,1326
159,rrroftrtrnof,en,159,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_159.jpeg,180,1342
160,eatcttetehh,en,160,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_160.jpeg,181,1552
161,aanlaalanan,en,161,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_161.jpeg,189,1590
162,gennnerree,en,162,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_162.jpeg,187,1523
163,icqqqqukku,en,163,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_163.jpeg,181,1609
164,evelevldoep,en,164,7,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_164.jpeg,186,1694
165,ocecoooccn,en,165,5,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_165.jpeg,184,1472
166,mitieeuumm,en,166,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_166.jpeg,199,1538
167,rnggnsrrgso,en,167,6,Latin,alphabet,English,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images_scrambled_7char/English_167.jpeg,194,1683
